Level, Time1, Time2, Time3, Cmd
1, 4.72063946723938, 3.3135175704956055, 3.2904417514801025, -X 30 -T 1
2, 3.2587482929229736, 3.2834784984588623, 3.264937400817871, -X 30 -T 1
3, 3.371405839920044, 3.44629168510437, 3.4231820106506348, -X 30 -T 1
4, 3.825279474258423, 3.79304838180542, 3.8648970127105713, -X 30 -T 1
5, 12.498401880264282, 16.234774827957153, 20.110472679138184, -X 30 -T 1
